poll_id,end_date,sample_size,population,state,Biden,Trump,population_weight,date_weight,sample_weight,Biden_Win,Trump_win,wbw,wtw
81921,2023-01-02,8000,rv,"",43,40,0.753,1.72872749888921e-08,1.90308998699194,1,0,2.47731276701039e-08,0
81935,2022-12-29,1189,lv,"",47,45,1,1.41813628824147e-08,1.07518185461869,1,0,1.52475440449354e-08,0
81953,2023-01-08,7500,rv,"",43.5,41,0.753,2.32669467376384e-08,1.8750612633917,1,0,3.28510937604932e-08,0
81977,2023-01-08,1642,rv,"",50,50,0.753,2.32669467376384e-08,1.21537315278342,1,0,2.12933508763622e-08,0
81977,2023-01-08,2220,a,"",50,50,0.628,2.32669467376384e-08,1.34635297445064,1,0,1.96724284104673e-08,0
81980,2023-01-08,1035,lv,"",45.5,41,1,2.32669467376384e-08,1.01494034979294,1,0,2.36145630605124e-08,0
81991,2023-01-12,6000,rv,"",42,40,0.753,2.83627257648295e-08,1.77815125038364,1,0,3.7976211861114e-08,0
81997,2023-01-17,1314,rv,"",44.5,42,0.753,3.63294379176043e-08,1.11859536522376,1,0,3.06003694794899e-08,0
81997,2023-01-17,1500,a,"",41,36,0.628,3.63294379176043e-08,1.17609125905568,1,0,2.68323891914567e-08,0
82001,2023-01-16,1028,rv,"",45,40,0.753,3.45745499777843e-08,1.01199311465926,1,0,2.63468725095299e-08,0
82012,2023-01-16,1458,lv,"",39.5,41.5,1,3.45745499777843e-08,1.16375752398196,0,1,0,4.02363926749366e-08
82012,2023-01-16,2000,rv,"",36,35.5,0.753,3.45745499777843e-08,1.30102999566398,1,0,3.38718425355836e-08,0
82015,2023-01-19,2050,rv,"",40,47,0.753,4.01109514424907e-08,1.31175386105575,0,1,0,3.96196186552562e-08
82030,2023-01-21,1015,rv,"",40.45,43.9,0.753,4.42860808711335e-08,1.00646604224923,0,1,0,3.35630447154477e-08
82031,2023-01-22,6000,rv,"",42.5,41,0.753,4.65338934752768e-08,1.77815125038364,1,0,6.23064585538169e-08,0
82042,2023-01-23,1676,rv,"",52,48,0.753,4.88957974915289e-08,1.22427401429426,1,0,4.50759762706361e-08,0
82042,2023-01-23,2288,a,"",50,50,0.628,4.88957974915289e-08,1.35945602012099,1,0,4.17442189703227e-08,0
82046,2023-01-20,790,rv,"",39,40,0.753,4.2146848510894e-08,0.897627091290442,0,1,0,2.84876112360272e-08
82046,2023-01-20,1000,a,"",37,39,0.628,4.2146848510894e-08,1,0,1,0,2.64682208648415e-08
82049,2023-01-20,2529,lv,"",45.8,43.9,1,4.2146848510894e-08,1.4029488293444,1,0,5.91298717789148e-08,0
82063,2023-01-24,1000,lv,"",43,49,1,5.13775838164674e-08,1,0,1,0,5.13775838164674e-08
82067,2023-01-25,1024,lv,"",43.5,42,1,5.39853372731153e-08,1.01029995663981,1,0,5.4541383906214e-08,0
82086,2023-01-29,6000,rv,"",42.5,40,0.753,6.58088632627614e-08,1.77815125038364,1,0,8.8114638710245e-08,0
82105,2023-01-29,1139,lv,"",39.5,42,1,6.58088632627614e-08,1.0565237240791,0,1,0,6.95286252917849e-08
82105,2023-01-29,1500,rv,"",37,37,0.753,6.58088632627614e-08,1.17609125905568,1,0,5.82801133253483e-08,0
82107,2023-02-01,895,rv,"",45,48,0.753,7.63467961409255e-08,0.951823035315912,0,1,0,5.47194853473441e-08
82113,2023-02-05,6000,rv,"",42.5,40,0.753,9.30677869505536e-08,1.77815125038364,1,0,1.24612917107634e-07,0
82127,2023-02-06,1655,rv,"",42.5,44,0.753,9.77915949830578e-08,1.21879799811174,0,1,0,8.9748714748721e-08
82127,2023-02-06,2194,a,"",39,43,0.628,9.77915949830578e-08,1.34123662323869,0,1,0,8.2369527903535e-08
82129,2023-02-06,1063,rv,"",45,41,0.753,9.77915949830578e-08,1.0265332645233,1,0,7.55909029063965e-08,0
82186,2023-02-11,1056,rv,"",46.75,45.5,0.753,1.25259952384617e-07,1.02366391819779,1,0,9.65527425194338e-08,0
82189,2023-02-12,6000,rv,"",43,41,0.753,1.31617726525523e-07,1.77815125038364,1,0,1.7622927742049e-07,0
82196,2023-02-13,914,rv,"",32,39,0.753,1.38298199911137e-07,0.960946195733831,0,1,0,1.00071538198327e-07
82196,2023-02-13,944,rv,"",39,42,0.753,1.38298199911137e-07,0.974971994298069,0,1,0,1.01532164446721e-07
82196,2023-02-13,1102,a,"",36.5,40,0.628,1.38298199911137e-07,1.04218159451577,0,1,0,9.05147945792868e-08
82196,2023-02-13,1103,a,"",29,38,0.628,1.38298199911137e-07,1.04257551244019,0,1,0,9.05490068511192e-08
82202,2023-02-12,900,lv,"",45,43.5,1,1.31617726525523e-07,0.954242509439325,1,0,1.25595229646414e-07,0
82212,2023-02-14,1429,rv,"",47,46,0.753,1.45317751670417e-07,1.15503222879097,1,0,1.26388555005865e-07,0
82216,2023-02-16,1838,rv,"",41,47.5,0.753,1.60443805769963e-07,1.26434550705009,0,1,0,1.5275087293433e-07
82225,2023-02-19,2000,rv,"",41.5,41,0.753,1.86135573901107e-07,1.30102999566398,1,0,1.82352477573819e-07,0
82226,2023-02-19,6000,rv,"",41.5,41,0.753,1.86135573901107e-07,1.77815125038364,1,0,2.49225834215268e-07,0
82237,2023-02-19,1102,lv,"",43,42,1,1.86135573901107e-07,1.04218159451577,1,0,1.93987069204363e-07,0
82237,2023-02-19,1500,rv,"",38.5,36,0.753,1.86135573901107e-07,1.17609125905568,1,0,1.64841053362697e-07,0
82251,2023-02-19,1717,rv,"",41.6666666666667,42,0.753,1.86135573901107e-07,1.23477029516092,0,1,0,1.7306551217694e-07
82251,2023-02-19,2228,a,"",38,42,0.628,1.86135573901107e-07,1.34791518650169,0,1,0,1.57562039156373e-07
82255,2023-02-23,1000,lv,"",44,48,1,2.26901806118636e-07,1,0,1,0,2.26901806118636e-07
82259,2023-02-23,1023,lv,"",44.6666666666667,44,1,2.26901806118636e-07,1.00987563371216,1,0,2.29142605244491e-07,0
82269,2023-02-25,1060,rv,"",42.1,45.6,0.753,2.50519904769235e-07,1.02530586526477,0,1,0,1.93415224377277e-07
82273,2023-02-25,6000,rv,"",42.5,41,0.753,2.50519904769235e-07,1.77815125038364,1,0,3.35433098279289e-07,0
82279,2023-02-27,1014,rv,"",42.5,45,0.753,2.76596399822274e-07,1.00603795499732,0,1,0,2.09534656756926e-07
82289,2023-02-27,1000,a,"",37.5,38,0.628,2.76596399822274e-07,1,0,1,0,1.73702539088388e-07
82298,2023-02-26,800,rv,"",52,39,0.753,2.63235453051045e-07,0.903089986991944,1,0,1.7900715230938e-07,0
82306,2023-02-27,2424,lv,"",45.9,45,1,2.76596399822274e-07,1.38453261549425,1,0,3.82956736882226e-07,0
82321,2023-03-05,5000,rv,"",43,43,0.753,3.72271147802215e-07,1.69897000433602,1,0,4.76255567737564e-07,0
82344,2023-03-07,1621,rv,"",40,45,0.753,4.11020670531739e-07,1.20978301484852,0,1,0,3.74426106948592e-07
82344,2023-03-07,2116,a,"",37,44,0.628,4.11020670531739e-07,1.32551566336315,0,1,0,3.4214340348267e-07
82355,2023-03-08,1201,lv,"",44,44,1,4.31882698184923e-07,1.07954300740291,1,0,4.66235946843833e-07,0
82355,2023-03-08,1500,rv,"",39,40,0.753,4.31882698184923e-07,1.17609125905568,0,1,0,3.82473900103321e-07
82359,2023-03-12,5000,rv,"",43,42,0.753,5.26470906102091e-07,1.69897000433602,1,0,6.73527083050162e-07,0
82379,2023-03-13,1635,rv,"",48,45,0.753,5.53192799644548e-07,1.21351775699631,1,0,5.05495891914602e-07,0
82405,2023-03-09,1125,lv,"",41.3,42.5,1,4.53803612237272e-07,1.05115252244738,0,1,0,4.77016811698941e-07
82408,2023-03-19,5000,rv,"",43.5,41,0.753,7.44542295604429e-07,1.69897000433602,1,0,9.52511135475129e-07,0
82424,2023-03-21,1509,rv,"",38.3333333333333,47,0.753,8.22041341063478e-07,1.17868923977559,0,1,0,7.29605256371749e-07
82424,2023-03-21,1978,a,"",34.6666666666667,47,0.628,8.22041341063478e-07,1.29622628726116,0,1,0,6.69166401975191e-07
82425,2023-03-20,1059,rv,"",45,43,0.753,7.82332759864462e-07,1.02489596010749,1,0,6.03762692838755e-07,0
82426,2023-03-20,1000,lv,"",43,48,1,7.82332759864462e-07,1,0,1,0,7.82332759864462e-07
82450,2023-03-20,1250,lv,"",44.5,44.5,1,7.82332759864462e-07,1.09691001300806,1,0,8.58148637799556e-07,0
82450,2023-03-20,1500,rv,"",41.5,40.5,0.753,7.82332759864462e-07,1.17609125905568,1,0,6.92831324573775e-07,0
82451,2023-03-23,2905,rv,"",41.3333333333333,46.5,0.753,9.07607224474543e-07,1.46314613672635,0,1,0,9.99955389128604e-07
82453,2023-03-20,4410,a,"",36.5,27,0.628,7.82332759864462e-07,1.64443858946784,1,0,8.07920857119127e-07,0
82470,2023-03-22,863,rv,"",39.5,38,0.753,8.63765396369845e-07,0.93601079571521,1,0,6.08795783183454e-07,0
82470,2023-03-22,1004,a,"",34.5,38,0.628,8.63765396369845e-07,1.001733712809,0,1,0,5.43385112190944e-07
82471,2023-03-27,1600,rv,"",47,46,0.753,1.1063855992891e-06,1.20411998265592,1,0,1.00316241949594e-06,0
82492,2023-03-29,1007,lv,"",46,44,1,1.22154873825481e-06,1.00302947055362,1,0,1.22524938418716e-06,0
82493,2023-03-27,2550,lv,"",46.15,44.5,1,1.1063855992891e-06,1.40654018043396,1,0,1.55617580045362e-06,0
82501,2023-03-31,729,rv,"",45,43,0.753,1.34869915234861e-06,0.862727528317975,1,0,8.76160594271148e-07,0
82504,2023-04-01,1000,lv,"",43,47,1,1.41715458787627e-06,1,0,1,0,1.41715458787627e-06
82514,2023-03-26,5000,rv,"",42.5,42,0.753,1.05294181220418e-06,1.69897000433602,1,0,1.34705416610032e-06,0
82516,2023-04-02,5000,rv,"",42,41,0.753,1.48908459120886e-06,1.69897000433602,1,0,1.90502227095026e-06,0
82533,2023-04-03,1562,rv,"",39.3333333333333,43,0.753,1.56466551972892e-06,1.19368102954128,0,1,0,1.40638679600376e-06
82533,2023-04-03,2000,a,"",36.3333333333333,42,0.628,1.56466551972892e-06,1.30102999566398,0,1,0,1.27840501429086e-06
82534,2023-04-04,1319,rv,"",42,44,0.753,1.64408268212696e-06,1.12024479554637,0,1,0,1.38685662627978e-06
82534,2023-04-04,1500,a,"",38,40,0.628,1.64408268212696e-06,1.17609125905568,0,1,0,1.2142953185738e-06
82535,2023-04-03,971,lv,"",39,47,1,1.56466551972892e-06,0.987219229908005,0,1,0,1.5446678894504e-06
82550,2023-04-06,1000,a,"",39,37,0.628,1.81521444894909e-06,1,1,0,1.13995467394003e-06,0
82557,2023-04-04,1180,lv,"",44.5,43,1,1.64408268212696e-06,1.07188200730613,1,0,1.76226264549548e-06,0
82557,2023-04-04,1500,rv,"",40,38,0.753,1.64408268212696e-06,1.17609125905568,1,0,1.45599422752559e-06,0
82564,2023-04-09,5000,rv,"",43,42,0.753,2.10588362440836e-06,1.69897000433602,1,0,2.69410833220065e-06,0
82590,2023-04-11,1322,rv,"",43,44,0.753,2.32508402672667e-06,1.12123145514962,0,1,0,1.96303888201381e-06
82590,2023-04-11,1500,a,"",39,39,0.628,2.32508402672667e-06,1.17609125905568,1,0,1.71727290825323e-06,0
82613,2023-04-16,6000,rv,"",42.5,40,0.753,2.97816918241772e-06,1.77815125038364,1,0,3.98761334744428e-06,0
82625,2023-04-17,1027,rv,"",45.5,42,0.753,3.12933103945785e-06,1.01157044359728,1,0,2.38365070717357e-06,0
82625,2023-04-17,1530,a,"",34,36,0.628,3.12933103945785e-06,1.1846914308176,0,1,0,2.32817916664819e-06
82627,2023-04-18,1316,rv,"",43,44,0.753,3.28816536425391e-06,1.11925588927794,0,1,0,2.77126473199227e-06
82627,2023-04-18,1500,a,"",37,41,0.628,3.28816536425391e-06,1.17609125905568,0,1,0,2.4285906371476e-06
82631,2023-04-17,1485,rv,"",41,44,0.753,3.12933103945785e-06,1.17172645365323,0,1,0,2.76104013076171e-06
82631,2023-04-17,1968,a,"",38,43,0.628,3.12933103945785e-06,1.29402509409532,0,1,0,2.54304385667203e-06
82649,2023-04-17,1500,rv,"",46.5,45,0.753,3.12933103945785e-06,1.17609125905568,1,0,2.7713252982951e-06,0
82650,2023-04-19,1845,rv,"",40,46.5,0.753,3.45506158547938e-06,1.26599637049508,0,1,0,3.29369385657156e-06
82653,2023-04-10,1214,lv,"",45,43,1,2.21277119857819e-06,1.08421868673924,1,0,2.39912788297686e-06,0
82662,2023-04-23,6000,rv,"",43.5,42,0.753,4.21176724881673e-06,1.77815125038364,1,0,5.63933687745568e-06,0
82663,2023-04-24,1005,a,"",38,29,0.628,4.42554239715639e-06,1.00216606175651,1,0,2.78526063224505e-06,0
82677,2023-04-23,1619,rv,"",42.85,44.05,0.753,4.21176724881673e-06,1.20924684875337,0,1,0,3.83507890380566e-06
82677,2023-04-23,2019,a,"",38.2,42.4,0.628,4.21176724881673e-06,1.30513631894364,0,1,0,3.45207229331513e-06
82683,2023-04-13,1250,rv,"",39.9,43.4,0.753,2.5671008923194e-06,1.09691001300806,0,1,0,2.12035664090986e-06
82688,2023-04-25,1100,rv,"",43.1,41.1,0.753,4.65016805345335e-06,1.04139268515823,1,0,3.64651619970395e-06,0
82697,2023-04-20,2500,lv,"",45.5,45.2,1,3.63042889789817e-06,1.39794000867204,1,0,5.07512180501099e-06,0
82701,2023-04-24,1257,lv,"",46,44.5,1,4.42554239715639e-06,1.09933527768596,1,0,4.8651548800889e-06,0
82701,2023-04-24,1500,rv,"",43,40.5,0.753,4.42554239715639e-06,1.17609125905568,1,0,3.91924582259659e-06,0
82704,2023-04-27,1000,lv,"",43,47,1,5.1342017846388e-06,1,0,1,0,5.1342017846388e-06
82705,2023-04-27,1012,lv,"",46,42,1,5.1342017846388e-06,1.00518051250378,1,0,5.16079958118106e-06,0
82710,2023-05-01,1577,rv,"",41,45,0.753,6.2586620789157e-06,1.1978316933289,0,1,0,5.64510831835862e-06
82710,2023-05-01,2044,a,"",36,45,0.628,6.2586620789157e-06,1.31048089146268,0,1,0,5.1507662340198e-06
82712,2023-04-30,6000,rv,"",43.5,42,0.753,5.95633836483543e-06,1.77815125038364,1,0,7.97522669488857e-06,0
82727,2023-05-02,1357,rv,"",45.5,46,0.753,6.57633072850782e-06,1.13257984765974,0,1,0,5.60850939995404e-06
82727,2023-05-02,1500,a,"",41,41,0.628,6.57633072850782e-06,1.17609125905568,1,0,4.8571812742952e-06,0
82729,2023-05-02,1050,lv,"",41,48,1,6.57633072850782e-06,1.02118929906994,0,1,0,6.715678567097e-06
82741,2023-05-02,1208,rv,"",47.5,43,0.753,6.57633072850782e-06,1.08206693428511,1,0,5.35837061277181e-06,0
82751,2023-05-03,900,rv,"",40.5,49,0.753,6.91012317095876e-06,0.954242509439325,0,1,0,4.96523175621846e-06
82751,2023-05-03,1006,a,"",41.5,49,0.628,6.91012317095876e-06,1.00259798071991,0,1,0,4.35083143769388e-06
82768,2023-05-07,6000,rv,"",44,42,0.753,8.42353449763345e-06,1.77815125038364,1,0,1.12786737549114e-05,0
82786,2023-05-08,1060,rv,"",45,43,0.753,8.85108479431277e-06,1.02530586526477,1,0,6.83352707263422e-06,0
82814,2023-05-12,830,rv,"",41.5,44.5,0.753,1.07895932187889e-05,0.919078092376074,0,1,0,7.46710850103784e-06
82814,2023-05-12,1009,a,"",38.35,40.8,0.628,1.07895932187889e-05,1.00389116623691,0,1,0,6.80223055672879e-06
82816,2023-05-14,6000,rv,"",43.5,41,0.753,1.19126767296709e-05,1.77815125038364,1,0,1.59504533897771e-05,0
82827,2023-05-15,1591,rv,"",40,44,0.753,1.25173241578314e-05,1.20167017964658,0,1,0,1.13263964625851e-05
82827,2023-05-15,2042,a,"",37.5,43,0.628,1.25173241578314e-05,1.31005573775089,0,1,0,1.02981903859121e-05
82828,2023-05-15,4415,a,"",37.3333333333333,29,0.628,1.25173241578314e-05,1.64493070791359,1,0,1.29306021977428e-05,0
82832,2023-05-16,1302,rv,"",41.5,44,0.753,1.31526614570156e-05,1.11461098423217,0,1,0,1.10390560017032e-05
82832,2023-05-16,1500,a,"",39,41,0.628,1.31526614570156e-05,1.17609125905568,0,1,0,9.71436254859041e-06
82834,2023-05-13,789,rv,"",47,40,0.753,1.13372367030102e-05,0.89707700320942,1,0,7.6582918676378e-06,0
82848,2023-05-18,2004,rv,"",40.6666666666667,48.5,0.753,1.45217155915927e-05,1.30189771719521,0,1,0,1.42360586489748e-05
82849,2023-05-17,1117,lv,"",45.5,42.5,1,1.38202463419175e-05,1.04805317311561,1,0,1.44843530318861e-05,0
82849,2023-05-17,1500,rv,"",42.5,37,0.753,1.38202463419175e-05,1.17609125905568,1,0,1.22391648033063e-05,0
82856,2023-05-21,6000,rv,"",42.5,42,0.753,1.68470689952669e-05,1.77815125038364,1,0,2.25573475098227e-05,0
82870,2023-05-18,833,rv,"",47.5,52,0.753,1.45217155915927e-05,0.920645001406788,0,1,0,1.00671166880519e-05
82870,2023-05-18,1010,a,"",48.5,52,0.628,1.45217155915927e-05,1.00432137378264,0,1,0,9.15904675345113e-06
82873,2023-05-22,1616,rv,"",47,46,0.753,1.77021695886255e-05,1.20844135643857,1,0,1.61082014736769e-05,0
82875,2023-05-14,1122,lv,"",47,43,1,1.19126767296709e-05,1.04999285692014,1,0,1.25082254729532e-05,0
82876,2023-05-18,2527,lv,"",45.85,44.7,1,1.45217155915927e-05,1.40260524191991,1,0,2.03682344104381e-05,0
82877,2023-05-24,1000,lv,"",43,47,1,1.95447798120769e-05,1,0,1,0,1.95447798120769e-05
82897,2023-05-25,1035,lv,"",43.75,43,1,2.05368071385552e-05,1.01494034979294,1,0,2.08436342208353e-05,0
82903,2023-05-28,6000,rv,"",43,43,0.753,2.38253534593417e-05,1.77815125038364,1,0,3.19009067795543e-05,0
82911,2023-05-28,853,rv,"",39.75,45.3,0.753,2.38253534593417e-05,0.930949031167523,0,1,0,1.67016828593091e-05
82911,2023-05-28,1000,a,"",36.35,42.9,0.628,2.38253534593417e-05,1,0,1,0,1.49623219724666e-05
82912,2023-05-31,1313,rv,"",43,40,0.753,2.76404926838351e-05,1.11826472608948,1,0,2.32747691489905e-05,0
82912,2023-05-31,1500,a,"",39,39,0.628,2.76404926838351e-05,1.17609125905568,1,0,2.04148618764312e-05,0
82924,2023-05-27,5700,rv,"",43,43,0.753,2.26744734060203e-05,1.75587485567249,1,0,2.9979593902592e-05,0
82927,2023-05-30,1015,rv,"",48,41,0.753,2.63053229140313e-05,1.00646604224923,1,0,1.993598692526e-05,0
82930,2023-06-01,1496,rv,"",40.5,44,0.753,2.90434311831854e-05,1.17493159352844,0,1,0,2.56954057958401e-05
82930,2023-06-01,1911,a,"",36.5,44,0.628,2.90434311831854e-05,1.28126068705501,0,1,0,2.33692657399036e-05
82932,2023-05-31,1207,lv,"",46.5,42,1,2.76404926838351e-05,1.08170727009735,1,0,2.9898921885177e-05,0
82932,2023-05-31,1500,rv,"",41.5,38,0.753,2.76404926838351e-05,1.17609125905568,1,0,2.44783296066125e-05,0
82939,2023-06-04,6000,rv,"",43,41,0.753,3.36941379905338e-05,1.77815125038364,1,0,4.51146950196455e-05,0
82980,2023-06-09,1000,rv,"",33.3,32.2,0.753,4.31583728751555e-05,1,1,0,3.24982547749921e-05,0
82984,2023-06-11,6000,rv,"",42.5,42,0.753,4.76507069186835e-05,1.77815125038364,1,0,6.38018135591085e-05,0
83000,2023-06-12,1466,rv,"",42,44,0.753,5.00692966313255e-05,1.16613397030511,0,1,0,4.39657932763171e-05
83000,2023-06-12,1918,a,"",36.5,43,0.628,5.00692966313255e-05,1.28284860283464,0,1,0,4.03372734994411e-05
83004,2023-06-13,1303,rv,"",41,41,0.753,5.26106458280626e-05,1.11494441571258,1,0,4.41694331670924e-05,0
83004,2023-06-13,1500,a,"",38,39,0.628,5.26106458280626e-05,1.17609125905568,0,1,0,3.88574501943617e-05
83006,2023-06-12,1735,rv,"",48,44,0.753,5.00692966313255e-05,1.23929947912689,1,0,4.67242924862951e-05,0
83022,2023-06-08,1133,a,"",40.3333333333333,40,0.628,4.10736142771105e-05,1.0542299098634,1,0,2.71930485212327e-05,0
83028,2023-06-14,1679,rv,"",42.1,44.8,0.753,5.52809853676701e-05,1.22505069613805,0,1,0,5.09946732347197e-05
83028,2023-06-14,2020,a,"",38.85,42.7,0.628,5.52809853676701e-05,1.30535136944662,0,1,0,4.53171770511415e-05
83029,2023-06-11,1173,lv,"",39,43,1,4.76507069186835e-05,1.06929801211553,0,1,0,5.09528061840479e-05
83029,2023-06-11,1500,rv,"",35,37.5,0.753,4.76507069186835e-05,1.17609125905568,0,1,0,4.21993096608504e-05
83031,2023-06-15,2090,rv,"",39.5,46,0.753,5.80868623663708e-05,1.32014628611105,0,1,0,5.77424161854807e-05
83032,2023-06-15,1000,lv,"",42.5,44,1,5.80868623663708e-05,1,0,1,0,5.80868623663708e-05
83037,2023-06-14,986,lv,"",39,45,1,5.52809853676701e-05,0.993876914941211,0,1,0,5.49424951921302e-05
83039,2023-03-29,1030,a,"",40,32,0.628,1.22154873825481e-06,1.01283722470517,1,0,7.76980461286753e-07,0
83050,2023-06-19,1000,lv,"",44,49,1,7.08086783545021e-05,1,0,1,0,7.08086783545021e-05
83051,2023-06-05,1625,lv,"",45.5,44.5,1,3.5404339177251e-05,1.21085336531489,1,0,4.28694632395243e-05,0
83060,2023-06-19,6000,rv,"",43,42,0.753,7.08086783545021e-05,1.77815125038364,1,0,9.48091305854156e-05,0
83066,2023-06-20,1091,rv,"",46,42,0.753,7.44026888552537e-05,1.03782475058834,1,0,5.81443648592421e-05,0
83067,2023-06-20,1015,rv,"",42.1,42.4,0.753,7.44026888552537e-05,1.00646604224923,0,1,0,5.63874861779907e-05
83083,2023-06-20,1000,rv,"",48,45,0.753,7.44026888552537e-05,1,1,0,5.6025224708006e-05,0
83087,2023-05-03,1569,lv,"",49,48,1,6.91012317095876e-06,1.19562294358694,1,0,8.26190180621001e-06,0
83088,2023-05-24,1000,rv,"",38.8333333333333,39,0.753,1.95447798120769e-05,1,0,1,0,1.47172191984939e-05
83095,2023-01-05,1000,rv,"",36.5,41,0.753,2.00554757212453e-08,1,0,1,0,1.51017732180977e-08
83097,2023-06-23,2875,rv,"",43,45,0.753,8.6316745750311e-05,1.45863784902565,0,1,0,9.4806368884164e-05
83099,2023-06-25,6000,rv,"",41.5,44,0.753,9.53014138373669e-05,1.77815125038364,0,1,0,0.000127603627118217
83113,2023-06-26,1481,rv,"",38.5,42,0.753,0.000100138593262651,1.17055505852121,0,1,0,8.82649558832859e-05
83113,2023-06-26,2068,a,"",33,41,0.628,0.000100138593262651,1.31555053442191,0,1,0,8.27310745664853e-05
83115,2023-06-27,1315,rv,"",40,44,0.753,0.000105221291656125,1.11892575282578,0,1,0,8.86543141736618e-05
83115,2023-06-27,1500,a,"",38,41,0.628,0.000105221291656125,1.17609125905568,0,1,0,7.77149003887233e-05
83117,2023-06-22,2010,lv,"",45.25,45.8,1,8.2147228554221e-05,1.30319605742049,0,1,0,0.000107053944379881
83124,2023-05-01,6014,a,"",43,40,0.628,6.2586620789157e-06,1.7791634237645,1,0,6.99289470577546e-06,0
83139,2023-06-25,1181,lv,"",42,41.5,1,9.53014138373669e-05,1.07224989761351,1,0,0.00010218693122954,0
83139,2023-06-25,1500,rv,"",36,38,0.753,9.53014138373669e-05,1.17609125905568,0,1,0,8.43986193217009e-05
83142,2023-06-29,1020,lv,"",43,43.5,1,0.000116173724732742,1.00860017176192,0,1,0,0.000117172838719665
83171,2023-07-09,6000,rv,"",43,42,0.753,0.000190602827674734,1.77815125038364,1,0,0.000255207254236434,0
83186,2023-07-06,915,rv,"",44,44,0.753,0.000164294457108442,0.961421094066448,1,0,0.000118940985996795,0
83187,2023-06-29,3012,rv,"",46,41,0.753,0.000116173724732742,1.47885496752866,1,0,0.000129368479707744,0
83189,2023-07-11,1296,rv,"",42,42,0.753,0.000210442583312251,1.11260500153457,1,0,0.000176307021458987,0
83189,2023-07-11,1500,a,"",39,40,0.628,0.000210442583312251,1.17609125905568,0,1,0,0.000155429800777447
83199,2023-06-28,2200,rv,"",52,48,0.753,0.00011056197073534,1.34242268082221,1,0,0.000111760935555096,0
83213,2023-07-06,1174,lv,"",43,43,1,0.000164294457108442,1.0696680969116,1,0,0.000175740539268311,0
83213,2023-07-06,1500,rv,"",40,38,0.753,0.000164294457108442,1.17609125905568,1,0,0.000145498632012152,0
83214,2023-05-14,1016,a,"",38,33,0.628,1.19126767296709e-05,1.0068937079479,1,0,7.53273392518362e-06,0
83218,2023-07-14,1124,rv,"",38.5,42,0.753,0.000244140625,1.05076631123304,0,1,0,0.000193170662196895
83218,2023-07-14,1552,a,"",32.5,41,0.628,0.000244140625,1.19089171692217,0,1,0,0.000182587890192169
83236,2023-07-17,4414,a,"",34.75,30.5,0.628,0.000283234713418008,1.64483232882564,1,0,0.00029256862913708,0
83237,2023-07-17,1809,rv,"",49,44,0.753,0.000283234713418008,1.25743856685981,1,0,0.000268181139850344,0
83245,2023-07-17,1098,rv,"",46.5,43,0.753,0.000283234713418008,1.04060234011407,1,0,0.000221935233304992,0
83260,2023-07-20,2068,rv,"",40,46,0.753,0.000328588914216884,1.31555053442191,0,1,0,0.000325503317242461
83269,2023-07-23,6000,rv,"",43.5,41,0.753,0.000381205655349468,1.77815125038364,1,0,0.000510414508472868,0
83282,2023-07-24,922,rv,"",42,46,0.753,0.000400554373050604,0.964730921053629,0,1,0,0.000290979673501612
83287,2023-07-25,1306,rv,"",44,40,0.753,0.000420885166624501,1.11594317693906,1,0,0.00035367199926701,0
83287,2023-07-25,1500,a,"",40,38,0.628,0.000420885166624501,1.17609125905568,1,0,0.000310859601554893,0
83288,2023-07-12,788,rv,"",49,50,0.753,0.00022112394147068,0.896526217489555,0,1,0,0.000149277288364847
83288,2023-07-12,1005,a,"",49.5,49,0.628,0.00022112394147068,1.00216606175651,1,0,0.000139166627218594,0
83290,2023-07-24,1000,lv,"",40.6666666666667,42.6666666666667,1,0.000400554373050604,1,0,1,0,0.000400554373050604
83292,2023-07-26,1172,rv,"",38.5,43,0.753,0.000442247882941361,1.06892761168207,0,1,0,0.000355966422882823
83292,2023-07-26,1577,a,"",33.5,42,0.628,0.000442247882941361,1.1978316933289,0,1,0,0.000332675797150717
83302,2022-12-25,26230,rv,"",42,43,0.753,1.16334733688192e-08,2.41879829059035,0,1,0,2.11886862000906e-08
83304,2023-07-26,1663,rv,"",43.5,43.9,0.753,0.000442247882941361,1.22089224921952,0,1,0,0.000406572570425187
83304,2023-07-26,2020,a,"",38.85,41.5,0.628,0.000442247882941361,1.30535136944662,0,1,0,0.000362537416409132
83313,2023-07-27,1329,rv,"",43,43,0.753,0.000464694898930967,1.12352498094273,1,0,0.000393138534581596,0
83316,2023-07-27,1013,lv,"",42.25,43,1,0.000464694898930967,1.00560944536028,0,1,0,0.000467301579575721
83318,2023-07-30,6000,rv,"",44,41,0.753,0.000539106207848541,1.77815125038364,1,0,0.000721835120314327,0
83344,2023-08-01,850,lv,"",44.6,44,1,0.000595221510842029,0.929418925714293,1,0,0.000553210137168837,0
83353,2023-08-01,2009,a,"",33,35,0.628,0.000595221510842029,1.30297993674825,0,1,0,0.000487052739152235
83356,2023-08-06,6000,rv,"",43,42,0.753,0.000762411310698935,1.77815125038364,1,0,0.00102082901694574,0
83372,2023-08-07,1306,rv,"",37,42,0.753,0.000801108746101209,1.11594317693906,0,1,0,0.000673175854915978
83372,2023-08-07,1726,a,"",33,41,0.628,0.000801108746101209,1.23704079137919,0,1,0,0.000622350635877917
83379,2023-08-03,2000,lv,"",46.3,43.4,1,0.000657177828433768,1.30102999566398,1,0,0.00085500806727765,0
